vote	constituency	date	name_ch	name_en	vote_number
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'199']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'199']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'199']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'199']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'199']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'199']
No	Functional	15/05/2013	李慧琼	Starry LEE	[u'199']
No	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'199']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'29']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'29']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'29']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'29']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'29']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'29']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'29']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'29']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'29']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'29']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'29']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'29']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'29']
Absent	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'199']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'199']
Absent	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'199']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'199']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'199']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'199']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'199']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'199']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'199']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'199']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'199']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'199']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'199']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'29']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'29']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'29']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'29']
Absent	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'29']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'29']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'29']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'29']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'29']
Absent	Geographical	14/05/2013	田北俊	James TIEN	[u'29']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'29']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'29']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'29']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'29']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'29']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'199']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'199']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'199']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'199']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'199']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'199']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'199']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'199']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'199']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'199']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'199']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'199']
Abstain	Geographical	14/05/2013	范國威	Gary FAN	[u'29']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'29']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'29']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'29']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'29']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'29']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'29']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'29']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'29']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'29']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'29']
No	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'199']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'199']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'199']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'199']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'199']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'199']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'199']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'199']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'199']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'199']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'199']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'199']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'29']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'29']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'29']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'29']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'29']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'29']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'29']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'29']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'29']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'29']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'29']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'29']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'199']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'199']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'199']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'199']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'199']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'199']
No	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'199']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'199']
Absent	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'199']
No	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'199']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'199']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'29']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'29']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'29']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'29']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'30']
Present	Functional	14/05/2013	何俊仁	Albert HO	[u'30']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'30']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'30']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'30']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'30']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'30']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'200']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'200']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'200']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'200']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'200']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'200']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'200']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'200']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'200']
No	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'200']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'200']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'200']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'200']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'200']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'30']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'30']
Present	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'30']
Absent	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'30']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'30']
No	Functional	14/05/2013	方剛	Vincent FANG	[u'30']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'30']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'30']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'30']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'30']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'200']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'200']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'200']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'200']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'200']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'200']
No	Functional	15/05/2013	李慧琼	Starry LEE	[u'200']
No	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'200']
Absent	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'200']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'200']
Absent	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'200']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'200']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'200']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'200']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'30']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'30']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'30']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'30']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'30']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'30']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'30']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'30']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'30']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'30']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'200']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'200']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'200']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'200']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'200']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'200']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'200']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'200']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'200']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'200']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'30']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'30']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'30']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'30']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'30']
Absent	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'30']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'30']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'30']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'30']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'30']
Absent	Geographical	14/05/2013	田北俊	James TIEN	[u'30']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'200']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'200']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'200']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'200']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'200']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'200']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'200']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'200']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'200']
No	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'200']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'200']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'200']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'200']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'30']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'30']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'30']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'30']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'30']
Abstain	Geographical	14/05/2013	范國威	Gary FAN	[u'30']
No	Functional	14/05/2013	馬逢國	MA Fung-kwok	[u'30']
Absent	Functional	14/05/2013	莫乃光	Charles Peter MOK	[u'30']
Yes	Geographical	14/05/2013	陳志全	CHAN Chi-chuen	[u'30']
No	Geographical	14/05/2013	陳恒鑌	CHAN Han-pan	[u'30']
Absent	Geographical	14/05/2013	陳家洛	Dr Kenneth CHAN	[u'30']
No	Functional	14/05/2013	陳婉嫻	CHAN Yuen-han	[u'30']
No	Geographical	14/05/2013	梁志祥	LEUNG Che-cheung	[u'30']
Absent	Functional	14/05/2013	梁繼昌	Kenneth LEUNG	[u'30']
No	Geographical	14/05/2013	麥美娟	Alice MAK	[u'30']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'200']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'200']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'200']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'200']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'200']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'200']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'200']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'200']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'200']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'200']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'200']
No	Functional	15/05/2013	廖長江	Martin LIAO	[u'200']
No	Functional	15/05/2013	潘兆平	POON Siu-ping	[u'200']
No	Functional	15/05/2013	鄧家彪	TANG Ka-piu	[u'200']
Absent	Geographical	14/05/2013	郭家麒	Dr KWOK Ka-ki	[u'30']
No	Functional	14/05/2013	郭偉強	KWOK Wai-keung	[u'30']
Absent	Functional	14/05/2013	郭榮鏗	Dennis KWOK	[u'30']
No	Functional	14/05/2013	張華峰	Christopher CHEUNG	[u'30']
Absent	Geographical	14/05/2013	張超雄	Dr Fernando CHEUNG	[u'30']
Absent	Geographical	14/05/2013	單仲偕	SIN Chung-kai	[u'30']
Absent	Geographical	14/05/2013	黃碧雲	Dr Helena WONG	[u'30']
Absent	Functional	14/05/2013	葉建源	IP Kin-yuen	[u'30']
No	Geographical	14/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'30']
No	Geographical	15/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'200']
No	Functional	15/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'200']
Absent	Functional	15/05/2013	鍾國斌	CHUNG Kwok-pan	[u'200']
No	Geographical	15/05/2013	鍾樹根	Christopher CHUNG	[u'200']
No	Functional	15/05/2013	謝偉銓	Tony TSE	[u'200']
Present	Geographical	15/05/2013	曾鈺成	TSANG Yok-sing	[u'201']
Absent	Functional	15/05/2013	何俊仁	Albert HO	[u'201']
Absent	Geographical	15/05/2013	李卓人	LEE Cheuk-yan	[u'201']
No	Functional	14/05/2013	廖長江	Martin LIAO	[u'30']
No	Functional	14/05/2013	潘兆平	POON Siu-ping	[u'30']
No	Functional	14/05/2013	鄧家彪	TANG Ka-piu	[u'30']
No	Geographical	14/05/2013	蔣麗芸	Dr CHIANG Lai-wan	[u'30']
No	Functional	14/05/2013	盧偉國	Ir Dr LO Wai-kwok	[u'30']
No	Functional	14/05/2013	鍾國斌	CHUNG Kwok-pan	[u'30']
No	Geographical	14/05/2013	鍾樹根	Christopher CHUNG	[u'30']
No	Functional	14/05/2013	謝偉銓	Tony TSE	[u'30']
Absent	Functional	15/05/2013	涂謹申	James TO	[u'201']
No	Geographical	15/05/2013	陳鑑林	CHAN Kam-lam	[u'201']
Absent	Geographical	15/05/2013	梁耀忠	LEUNG Yiu-chung	[u'201']
No	Functional	15/05/2013	劉皇發	Dr LAU Wong-fat	[u'201']
Absent	Geographical	15/05/2013	劉慧卿	Emily LAU	[u'201']
No	Geographical	15/05/2013	譚耀宗	TAM Yiu-chung	[u'201']
No	Functional	15/05/2013	石禮謙	Abraham SHEK	[u'201']
No	Functional	15/05/2013	張宇人	Tommy CHEUNG	[u'201']
Absent	Functional	15/05/2013	馮檢基	Frederick FUNG	[u'201']
Present	Geographical	14/05/2013	曾鈺成	TSANG Yok-sing	[u'31']
Present	Functional	14/05/2013	何俊仁	Albert HO	[u'31']
Absent	Geographical	14/05/2013	李卓人	LEE Cheuk-yan	[u'31']
Absent	Functional	14/05/2013	涂謹申	James TO	[u'31']
No	Geographical	14/05/2013	陳鑑林	CHAN Kam-lam	[u'31']
Absent	Geographical	14/05/2013	梁耀忠	LEUNG Yiu-chung	[u'31']
No	Functional	14/05/2013	劉皇發	Dr LAU Wong-fat	[u'31']
Absent	Functional	15/05/2013	方剛	Vincent FANG	[u'201']
No	Geographical	15/05/2013	王國興	WONG Kwok-hing	[u'201']
Absent	Functional	15/05/2013	李國麟	Dr Joseph LEE	[u'201']
No	Functional	15/05/2013	林健鋒	Jeffrey LAM	[u'201']
No	Functional	15/05/2013	梁君彥	Andrew LEUNG	[u'201']
No	Functional	15/05/2013	黃定光	WONG Ting-kwong	[u'201']
Absent	Geographical	15/05/2013	湯家驊	Ronny TONG	[u'201']
Absent	Geographical	15/05/2013	何秀蘭	Cyd HO	[u'201']
Absent	Geographical	14/05/2013	劉慧卿	Emily LAU	[u'31']
No	Geographical	14/05/2013	譚耀宗	TAM Yiu-chung	[u'31']
Absent	Functional	14/05/2013	石禮謙	Abraham SHEK	[u'31']
Absent	Functional	14/05/2013	張宇人	Tommy CHEUNG	[u'31']
Absent	Functional	14/05/2013	馮檢基	Frederick FUNG	[u'31']
No	Functional	14/05/2013	方剛	Vincent FANG	[u'31']
No	Geographical	14/05/2013	王國興	WONG Kwok-hing	[u'31']
Absent	Functional	14/05/2013	李國麟	Dr Joseph LEE	[u'31']
Absent	Functional	14/05/2013	林健鋒	Jeffrey LAM	[u'31']
No	Functional	14/05/2013	梁君彥	Andrew LEUNG	[u'31']
No	Functional	14/05/2013	黃定光	WONG Ting-kwong	[u'31']
Absent	Geographical	14/05/2013	湯家驊	Ronny TONG	[u'31']
Absent	Geographical	14/05/2013	何秀蘭	Cyd HO	[u'31']
No	Functional	15/05/2013	李慧琼	Starry LEE	[u'201']
No	Functional	15/05/2013	林大輝	Dr LAM Tai-fai	[u'201']
Absent	Geographical	15/05/2013	陳克勤	CHAN Hak-kan	[u'201']
No	Functional	15/05/2013	陳健波	CHAN Kin-por	[u'201']
Absent	Geographical	15/05/2013	梁美芬	Dr Priscilla LEUNG	[u'201']
Absent	Functional	15/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'201']
Absent	Functional	15/05/2013	張國柱	CHEUNG Kwok-che	[u'201']
No	Geographical	15/05/2013	黃國健	WONG Kwok-kin	[u'201']
No	Functional	15/05/2013	葉國謙	IP Kwok-him	[u'201']
No	Geographical	15/05/2013	葉劉淑儀	Mrs Regina IP	[u'201']
No	Geographical	15/05/2013	謝偉俊	Paul TSE	[u'201']
Absent	Geographical	15/05/2013	梁家傑	Alan LEONG	[u'201']
Yes	Geographical	15/05/2013	梁國雄	LEUNG Kwok-hung	[u'201']
Absent	Geographical	15/05/2013	陳偉業	Albert CHAN	[u'201']
Absent	Geographical	15/05/2013	黃毓民	WONG Yuk-man	[u'201']
Absent	Functional	14/05/2013	李慧琼	Starry LEE	[u'31']
Absent	Functional	14/05/2013	林大輝	Dr LAM Tai-fai	[u'31']
No	Geographical	14/05/2013	陳克勤	CHAN Hak-kan	[u'31']
No	Functional	14/05/2013	陳健波	CHAN Kin-por	[u'31']
No	Geographical	14/05/2013	梁美芬	Dr Priscilla LEUNG	[u'31']
Absent	Functional	14/05/2013	梁家騮	Dr LEUNG Ka-lau	[u'31']
Absent	Functional	14/05/2013	張國柱	CHEUNG Kwok-che	[u'31']
No	Geographical	14/05/2013	黃國健	WONG Kwok-kin	[u'31']
No	Functional	14/05/2013	葉國謙	IP Kwok-him	[u'31']
Absent	Geographical	14/05/2013	葉劉淑儀	Mrs Regina IP	[u'31']
No	Geographical	14/05/2013	謝偉俊	Paul TSE	[u'31']
Absent	Geographical	14/05/2013	梁家傑	Alan LEONG	[u'31']
Absent	Geographical	15/05/2013	毛孟靜	Claudia MO	[u'201']
Absent	Geographical	15/05/2013	田北辰	Michael TIEN	[u'201']
No	Geographical	15/05/2013	田北俊	James TIEN	[u'201']
No	Functional	15/05/2013	吳亮星	NG Leung-sing	[u'201']
No	Functional	15/05/2013	何俊賢	Steven HO	[u'201']
No	Functional	15/05/2013	易志明	Frankie YICK	[u'201']
Absent	Geographical	15/05/2013	胡志偉	WU Chi-wai	[u'201']
No	Functional	15/05/2013	姚思榮	YIU Si-wing	[u'201']
Absent	Geographical	15/05/2013	范國威	Gary FAN	[u'201']
No	Functional	15/05/2013	馬逢國	MA Fung-kwok	[u'201']
Absent	Functional	15/05/2013	莫乃光	Charles Peter MOK	[u'201']
Yes	Geographical	15/05/2013	陳志全	CHAN Chi-chuen	[u'201']
No	Geographical	15/05/2013	陳恒鑌	CHAN Han-pan	[u'201']
Absent	Geographical	15/05/2013	陳家洛	Dr Kenneth CHAN	[u'201']
No	Functional	15/05/2013	陳婉嫻	CHAN Yuen-han	[u'201']
Absent	Geographical	14/05/2013	梁國雄	LEUNG Kwok-hung	[u'31']
Absent	Geographical	14/05/2013	陳偉業	Albert CHAN	[u'31']
Absent	Geographical	14/05/2013	黃毓民	WONG Yuk-man	[u'31']
Absent	Geographical	14/05/2013	毛孟靜	Claudia MO	[u'31']
Absent	Geographical	14/05/2013	田北辰	Michael TIEN	[u'31']
Absent	Geographical	14/05/2013	田北俊	James TIEN	[u'31']
No	Functional	14/05/2013	吳亮星	NG Leung-sing	[u'31']
No	Functional	14/05/2013	何俊賢	Steven HO	[u'31']
No	Functional	14/05/2013	易志明	Frankie YICK	[u'31']
Absent	Geographical	14/05/2013	胡志偉	WU Chi-wai	[u'31']
No	Functional	14/05/2013	姚思榮	YIU Si-wing	[u'31']
Abstain	Geographical	14/05/2013	范國威	Gary FAN	[u'31']
No	Geographical	15/05/2013	梁志祥	LEUNG Che-cheung	[u'201']
Absent	Functional	15/05/2013	梁繼昌	Kenneth LEUNG	[u'201']
No	Geographical	15/05/2013	麥美娟	Alice MAK	[u'201']
Absent	Geographical	15/05/2013	郭家麒	Dr KWOK Ka-ki	[u'201']
No	Functional	15/05/2013	郭偉強	KWOK Wai-keung	[u'201']
Absent	Functional	15/05/2013	郭榮鏗	Dennis KWOK	[u'201']
No	Functional	15/05/2013	張華峰	Christopher CHEUNG	[u'201']
Absent	Geographical	15/05/2013	張超雄	Dr Fernando CHEUNG	[u'201']
Absent	Geographical	15/05/2013	單仲偕	SIN Chung-kai	[u'201']
Absent	Geographical	15/05/2013	黃碧雲	Dr Helena WONG	[u'201']
Absent	Functional	15/05/2013	葉建源	IP Kin-yuen	[u'201']
No	Geographical	15/05/2013	葛珮帆	Dr Elizabeth QUAT	[u'201']
